Timestamp,FurnaceTC (C),OmegaTC_10 (°C)
2026-07-14 13:13:34.536706,998.75,29.4
2026-07-14 13:13:35.537470,998.5,29.4
2026-07-14 13:13:36.527247,998.5,29.4
2026-07-14 13:13:37.523183,998.5,29.4
2026-07-14 13:13:38.540865,998.5,29.4
2026-07-14 13:13:39.556726,998.5,29.4
2026-07-14 13:13:40.559367,998.5,29.4
2026-07-14 13:13:41.561973,998.5,29.4
2026-07-14 13:13:42.568021,998.5,29.4
