Timestamp,FurnaceTC (C)
2026-07-07 13:21:57.261886,0.1
2026-07-07 13:21:58.280905,0.1
2026-07-07 13:21:59.296844,0.1
2026-07-07 13:22:00.312484,0.1
2026-07-07 13:22:01.328379,0.15
2026-07-07 13:22:02.343957,0.16
2026-07-07 13:22:03.360030,0.17
2026-07-07 13:22:04.375871,0.17
2026-07-07 13:22:05.391405,0.08
2026-07-07 13:22:06.407412,0.08
