Timestamp,FurnaceTC (C)
2026-07-10 15:17:11.752617,0.11
2026-07-10 15:17:12.760566,0.11
2026-07-10 15:17:13.783055,0.11
2026-07-10 15:17:14.782325,0.11
2026-07-10 15:17:15.798912,0.11
2026-07-10 15:17:16.797764,0.11
