Timestamp,FurnaceTC (C)
2026-07-10 15:54:43.111167,0.11
2026-07-10 15:54:44.110207,0.11
2026-07-10 15:54:45.101672,0.11
2026-07-10 15:54:46.109356,0.11
2026-07-10 15:54:47.108572,0.11
2026-07-10 15:54:48.106930,0.11
