Timestamp,FurnaceTC (C)
2026-07-10 14:12:56.194807,0.11
2026-07-10 14:12:57.195355,0.11
2026-07-10 14:12:58.195204,0.11
2026-07-10 14:12:59.215060,0.11
2026-07-10 14:13:00.213004,0.11
2026-07-10 14:13:01.215293,0.11
2026-07-10 14:13:02.215836,0.11
2026-07-10 14:13:03.219926,0.11
2026-07-10 14:13:04.228552,0.11
2026-07-10 14:13:05.232912,0.11
