Timestamp,FurnaceTC (C)
2026-07-10 14:37:34.707993,0.11
2026-07-10 14:37:35.700649,0.11
2026-07-10 14:37:36.702060,0.11
2026-07-10 14:37:37.700289,0.11
2026-07-10 14:37:38.696875,0.11
2026-07-10 14:37:39.716722,0.11
