Timestamp,FurnaceTC (C)
2026-07-10 17:15:20.564609,0.11
2026-07-10 17:15:21.560176,0.11
2026-07-10 17:15:22.557788,0.11
2026-07-10 17:15:23.554608,0.11
2026-07-10 17:15:24.568364,0.11
2026-07-10 17:15:25.568745,0.11
2026-07-10 17:15:26.554561,0.12
2026-07-10 17:15:27.559059,0.11
2026-07-10 17:15:28.572270,0.11
2026-07-10 17:15:29.571848,0.11
2026-07-10 17:15:30.579387,0.11
2026-07-10 17:15:31.581703,0.11
2026-07-10 17:15:32.581786,0.11
